198601     -0.10586     -0.14238     -0.02401     -0.14288      0.19983      2.13878      0.20855      0.06929      0.42106      0.12132      0.17977
198602     -0.11468     -0.16707     -0.02882     -0.21513      0.21550      2.14075      0.20964      0.07058      0.42316      0.11489      0.18172
198603     -0.10670     -0.16649     -0.02610     -0.24357      0.22715      2.13962      0.20895      0.07010      0.42536      0.11327      0.18232
198604     -0.10798     -0.17423     -0.02512     -0.25909      0.23976      2.14536      0.20924      0.06896      0.42849      0.11097      0.18234
198701     -0.10839     -0.16526     -0.02186     -0.22675      0.25034      2.15555      0.20781      0.06919      0.42942      0.11251      0.18107
198702     -0.10622     -0.15642     -0.02187     -0.22226      0.26109      2.16070      0.20591      0.06903      0.43068      0.11358      0.18081
198703     -0.11382     -0.16775     -0.02341     -0.21118      0.27409      2.16357      0.20411      0.06911      0.43263      0.11309      0.18105
198704     -0.12292     -0.16812     -0.02993     -0.21948      0.29058      2.16575      0.20327      0.06871      0.43308      0.11264      0.18230
198801     -0.12734     -0.17448     -0.03301     -0.23408      0.30167      2.17363      0.20221      0.06826      0.43614      0.11113      0.18227
198802     -0.12165     -0.15930     -0.02603     -0.23201      0.30893      2.17786      0.20265      0.06828      0.43761      0.11049      0.18098
198803     -0.11507     -0.17731     -0.02723     -0.23227      0.32152      2.18563      0.20271      0.06880      0.43882      0.10988      0.17979
198804     -0.11659     -0.16994     -0.02705     -0.24071      0.33429      2.18702      0.20182      0.06945      0.43983      0.10921      0.17968
198901     -0.11029     -0.17368     -0.02168     -0.22802      0.34334      2.18674      0.20266      0.06860      0.43999      0.10966      0.17909
198902     -0.10324     -0.17756     -0.02089     -0.19108      0.35225      2.18659      0.20070      0.06890      0.43943      0.11219      0.17878
198903     -0.11146     -0.20830     -0.02678     -0.20738      0.36665      2.19234      0.19939      0.06903      0.44096      0.11104      0.17957
198904     -0.11284     -0.20601     -0.02942     -0.22037      0.38155      2.19367      0.19762      0.06849      0.44269      0.11089      0.18032
199001     -0.09258     -0.19030     -0.02626     -0.19519      0.39092      2.18876      0.19910      0.06877      0.44089      0.11156      0.17968
199002     -0.09704     -0.18637     -0.02791     -0.20127      0.40237      2.19177      0.19823      0.06761      0.44579      0.10912      0.17925
199003     -0.10750     -0.20998     -0.03828     -0.18258      0.42299      2.19546      0.19613      0.06720      0.44544      0.11192      0.17931
199004     -0.10393     -0.21658     -0.03258     -0.12831      0.43148      2.18901      0.19328      0.06495      0.44783      0.11519      0.17876
DATE       PFL          PCL          PSOL         PNDOL         PHOUSEL      EXPNDL       WFOOD        WCLOTH       WSO          WNDO         WHOUSE
